Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP
1,17,2,9238,1,1,130.0,1,3,3,1,1,127.6,1,0,0,1,0,0,2.8903723134515658,0,1.7917611358933327,6,1.7917611358933327,2.456736629963794,6,8,1.6094399124321004,13.2,11.1,0.6,2.02
1,17,6,9500,1,1,132.0,1,2,3,6,2,132.4,1,0,0,1,0,1,3.091042907903667,0,1.9459115776257214,8,1.7917611358933327,2.603924231720412,8,9,1.9459115776257214,13.771428571428572,11.1,0.6,2.02
1,44,1,8014,0,39,130.0,1,1,3,1,1,133.4,0,0,0,1,0,1,3.0445229139137857,0,1.7917611358933327,6,1.7917611358933327,2.4423479049340435,6,7,1.7917611358933327,13.285714285714286,12.4,0.5,1.79
1,1,1,9238,1,1,139.0,1,2,4,1,1,126.1,0,0,0,1,0,1,2.9444395054820913,0,1.7917611358933327,7,1.6094399124321004,2.5123064347865967,6,7,1.7917611358933327,12.833333333333334,12.7,3.7,-1.7
1,39,1,9254,1,1,130.0,1,3,4,1,2,113.5,0,0,0,1,0,1,3.1780542470145257,0,1.7917611358933327,6,1.7917611358933327,2.6149605097432476,6,6,1.7917611358933327,14.166666666666666,12.4,0.5,1.79
1,1,1,9500,1,1,139.0,1,2,4,9,8,121.3,1,0,0,1,0,1,2.9444395054820913,0,2.0794427916790545,10,1.7917611358933327,2.470921252883326,8,10,1.7917611358933327,11.833333333333334,9.4,-0.8,-3.12
1,1,1,9773,1,1,127.0,1,1,3,6,2,121.8,1,0,0,1,0,1,2.995732773553866,0,1.7917611358933327,11,1.3862968611167654,2.6390580439007176,6,12,1.0986156219958876,11.0,9.4,-0.8,-3.12
1,1,3,9130,1,1,167.0,1,2,2,12,12,159.3,0,0,0,1,0,0,2.9444395054820913,0,1.6094399124321004,7,1.6094399124321004,2.688819518785742,5,5,1.6094399124321004,15.8,7.6,2.6,0.32
1,39,1,9991,0,1,130.0,1,4,4,1,1,120.0,0,0,0,1,0,0,3.2958372363746307,0,1.6094399124321004,12,1.6094399124321004,2.360854944513803,5,10,1.6094399124321004,11.0,9.4,-0.8,-3.12
1,1,1,9500,1,1,130.0,1,1,3,3,3,129.1,1,0,0,1,0,0,2.8903723134515658,0,1.9459115776257214,9,1.9459115776257214,2.5683630966673636,8,10,2.0794427916790545,13.595,15.5,2.8,-4.06
2,7,1,9254,1,3,130.0,1,1,5,2,5,130.0,0,0,0,1,0,0,3.66356190253987,0,1.7917611358933327,10,0.0,0.0,6,6,0.0,0.0,12.4,0.5,1.79
1,39,1,9130,1,40,129.0,1,5,5,5,9,155.3,1,0,0,1,0,0,3.2958372363746307,0,1.7917611358933327,9,1.6094399124321004,2.5649501266920103,11,13,2.3025860929935456,12.9,12.4,0.5,1.79
1,17,1,9500,1,1,141.0,1,4,4,6,7,139.8,1,0,0,1,0,0,2.8903723134515658,0,2.0794427916790545,8,2.0794427916790545,2.7037081212359775,8,8,2.0794427916790545,14.935,9.4,-0.8,-3.12
1,1,3,171,1,1,125.0,1,4,2,2,1,115.2,1,0,0,1,0,0,2.8903723134515658,0,0.0,0,0.0,0.0,0,0,0.0,0.0,7.6,2.6,0.32
1,1,2,9500,1,1,125.0,1,3,3,1,1,114.9,0,0,0,1,0,0,2.8903723134515658,0,1.9459115776257214,8,1.7917611358933327,2.575154289056808,8,12,1.9459115776257214,12.221428571428572,16.2,0.3,-0.92
1,44,1,9238,1,39,130.0,1,3,1,1,1,131.9,0,0,0,1,0,1,3.0445229139137857,0,1.7917611358933327,7,1.7917611358933327,2.4849074831209865,6,7,1.7917611358933327,12.0,13.9,-0.3,0.79
1,17,3,171,1,1,133.0,1,1,2,2,2,126.0,1,0,0,1,1,1,2.9444395054820913,0,0.0,0,0.0,0.0,0,0,0.0,0.0,10.8,1.4,1.74
1,17,1,9070,1,1,127.0,1,1,1,4,4,130.2,1,0,0,1,1,0,2.9444395054820913,0,1.7917611358933327,6,1.6094399124321004,2.4336142325930474,6,8,9.999950000398841e-06,10.0,10.8,1.4,1.74
1,43,1,9070,1,1,116.0,1,1,1,4,5,120.9,0,0,0,1,1,0,3.1780542470145257,0,1.7917611358933327,6,0.0,0.0,6,6,0.0,0.0,12.7,3.7,-1.7
4,42,1,9500,1,19,133.1,1,1,1,3,3,126.0,1,0,0,1,1,0,3.3672961748140007,0,1.9459115776257214,10,1.6094399124321004,2.476539240453265,8,10,1.6094399124321004,11.0,13.9,-0.3,0.79
1,1,3,171,1,1,139.0,1,3,3,3,5,128.2,1,0,0,1,1,1,2.9444395054820913,0,0.0,0,0.0,0.0,0,0,0.0,0.0,10.8,1.4,1.74
1,44,1,9003,1,39,130.0,1,3,2,1,1,130.0,1,0,0,1,1,0,3.1354946507116637,0,1.7917611358933327,8,1.7917611358933327,2.531427460877122,6,7,1.7917611358933327,12.428571428571429,8.9,1.4,3.51
1,1,3,9147,1,1,125.0,1,1,4,6,2,120.1,0,0,1,1,1,0,2.9444395054820913,0,1.6094399124321004,8,1.6094399124321004,2.4159146711577932,5,10,1.3862968611167654,10.75,16.2,0.3,-0.92
1,39,1,9254,1,1,160.0,1,3,2,6,7,100.0,0,0,0,1,1,0,3.258096922636793,0,1.7917611358933327,7,1.7917611358933327,2.4849074831209865,6,8,1.6094399124321004,10.8,12.7,3.7,-1.7
1,17,1,9147,1,1,148.0,1,4,2,3,3,134.0,0,0,0,1,1,0,2.8903723134515658,0,1.6094399124321004,9,0.0,0.0,5,5,0.0,0.0,7.6,2.6,0.32
1,17,1,9500,1,1,150.0,1,2,3,10,4,130.8,0,0,0,1,1,0,3.1780542470145257,0,1.9459115776257214,8,1.9459115776257214,2.482821978369699,8,8,2.0794427916790545,13.75,13.9,-0.3,0.79
1,1,1,171,1,1,141.0,1,3,3,3,7,135.8,1,0,0,1,1,0,2.9444395054820913,0,0.0,0,0.0,0.0,0,0,0.0,0.0,15.5,2.8,-4.06
1,17,4,9254,1,1,118.0,1,4,2,3,2,111.7,1,0,0,1,1,0,2.8903723134515658,0,1.7917611358933327,12,1.0986156219958876,2.456736629963794,6,12,9.999950000398841e-06,12.0,12.4,0.5,1.79
1,1,2,9773,1,1,142.0,1,4,4,1,1,132.9,1,0,0,1,1,0,2.8903723134515658,0,1.7917611358933327,8,1.7917611358933327,2.5123064347865967,6,11,1.0986156219958876,12.333333333333334,10.8,1.4,1.74
1,17,3,9147,1,1,120.0,1,3,3,2,2,115.5,1,0,1,1,1,0,2.8903723134515658,0,1.6094399124321004,8,1.0986156219958876,2.3353758835585037,5,11,1.0986156219958876,10.857142857142858,10.8,1.4,1.74
1,18,4,9254,1,1,106.0,1,3,2,6,2,106.0,1,0,0,1,1,1,3.0445229139137857,0,1.7917611358933327,8,1.3862968611167654,2.3513762095439765,6,11,9.999950000398841e-06,11.0,9.4,-0.8,-3.12
1,17,4,9773,1,1,121.0,1,1,3,1,6,120.3,1,0,1,1,1,1,2.9444395054820913,0,1.7917611358933327,6,1.7917611358933327,2.6149605097432476,6,6,1.7917611358933327,13.333333333333334,8.9,1.4,3.51
1,17,4,9500,1,1,150.0,1,4,2,1,1,130.8,0,0,0,1,1,1,3.091042907903667,0,1.9459115776257214,7,1.9459115776257214,2.6975194227743766,8,9,2.0794427916790545,15.055555555555555,16.2,0.3,-0.92
2,39,1,8014,0,1,120.0,1,2,2,1,8,117.0,0,0,0,1,1,0,3.4965078644967376,0,1.7917611358933327,8,1.7917611358933327,2.4849074831209865,6,6,1.7917611358933327,11.666666666666666,10.8,1.4,1.74
1,1,6,9853,1,1,114.0,1,3,3,1,1,110.2,1,0,0,1,1,0,2.995732773553866,0,1.7917611358933327,8,1.6094399124321004,2.501436771411006,6,7,1.6094399124321004,12.2,10.8,1.4,1.74
1,39,1,9991,0,2,140.0,1,5,5,5,9,155.7,1,0,0,1,1,0,3.5553483472036587,0,9.999950000398841e-06,1,0.0,0.0,5,0,0.0,0.0,10.8,1.4,1.74
1,39,1,9003,1,4,160.0,1,5,5,2,9,180.4,0,0,1,1,1,0,3.1780542470145257,0,2.4849074831209865,17,1.7917611358933327,2.4987007938378065,12,14,2.3025860929935456,13.3,12.4,0.5,1.79
1,17,1,9254,1,1,120.0,1,3,3,2,4,125.5,0,0,0,1,1,0,2.8903723134515658,0,1.6094399124321004,6,1.6094399124321004,2.4849074831209865,5,8,1.0986156219958876,11.333333333333334,12.7,3.7,-1.7
2,39,1,8014,0,1,130.0,1,2,2,1,8,110.0,1,0,0,1,0,0,3.4965078644967376,0,1.7917611358933327,7,1.7917611358933327,2.3978961818888664,6,11,1.6094399124321004,11.0,9.4,-0.8,-3.12
1,42,1,9500,1,1,160.0,1,2,4,1,2,161.0,1,0,0,1,0,1,3.091042907903667,0,2.0794427916790545,8,1.9459115776257214,2.5710851105547543,8,8,1.9459115776257214,13.08,10.8,1.4,1.74
1,39,1,9670,1,1,120.0,1,1,3,2,3,100.0,0,0,0,1,0,1,3.218876224868121,0,1.6094399124321004,7,1.3862968611167654,2.3513762095439765,5,7,1.6094399124321004,11.6,9.4,-0.8,-3.12
1,17,1,9070,1,1,124.0,1,3,4,2,11,117.6,1,0,0,1,1,0,2.995732773553866,0,1.7917611358933327,9,1.7917611358933327,2.367124551631177,6,6,1.6094399124321004,11.2,7.6,2.6,0.32
1,1,6,9147,1,1,143.0,1,4,2,1,1,128.7,1,0,0,1,1,0,3.1354946507116637,0,1.6094399124321004,6,1.3862968611167654,2.6390580439007176,5,5,1.6094399124321004,13.8,11.1,0.6,2.02
1,43,2,9119,1,1,115.0,1,4,3,1,8,112.2,1,0,1,1,1,0,2.8903723134515658,0,1.6094399124321004,9,0.6931521805474454,2.3025860929935456,5,9,0.0,0.0,15.5,2.8,-4.06
1,39,1,9500,1,1,133.1,1,1,1,2,7,100.8,0,0,0,1,1,0,3.1780542470145257,0,1.9459115776257214,18,0.0,0.0,7,7,0.0,0.0,13.9,-0.3,0.79
1,17,2,9773,1,1,133.1,2,3,1,1,1,105.0,1,0,0,0,0,0,3.0445229139137857,1,1.7917611358933327,6,1.7917611358933327,2.6390580439007176,6,6,1.7917611358933327,13.5,8.9,1.4,3.51
1,15,1,9130,1,1,133.1,2,1,1,2,4,100.0,0,0,0,1,0,0,3.258096922636793,1,1.7917611358933327,7,0.6931521805474454,2.4849074831209865,6,6,0.0,0.0,8.9,1.4,3.51
2,39,1,9853,1,19,133.1,1,2,6,7,11,115.5,0,0,0,1,0,0,3.66356190253987,0,1.7917611358933327,12,1.0986156219958876,2.5389746605316486,6,14,0.0,0.0,7.6,2.6,0.32
2,39,1,8014,0,1,133.1,1,2,3,1,1,114.0,0,0,0,1,0,0,3.7841898611909626,0,2.0794427916790545,11,2.0794427916790545,2.4744361920256135,6,7,1.7917611358933327,12.333333333333334,12.7,3.7,-1.7
1,15,1,9119,1,1,130.0,3,4,5,1,9,137.0,1,0,0,1,1,0,2.9444395054820913,1,1.6094399124321004,9,1.6094399124321004,2.6390580439007176,5,11,1.0986156219958876,13.25,13.9,-0.3,0.79
1,1,5,9773,1,1,135.0,1,2,1,3,3,124.9,1,0,0,1,0,0,2.8903723134515658,0,1.7917611358933327,6,1.7917611358933327,2.6149605097432476,6,6,1.7917611358933327,13.333333333333334,8.9,1.4,3.51
1,1,5,9500,1,1,132.0,1,2,2,6,2,120.3,1,0,0,1,0,1,2.8903723134515658,0,1.9459115776257214,7,1.9459115776257214,2.621039551385043,8,9,2.0794427916790545,14.47777777777778,12.4,0.5,1.79
1,1,1,9085,1,1,135.0,1,1,7,1,10,134.3,1,0,0,1,0,0,2.9444395054820913,0,1.6094399124321004,7,1.6094399124321004,2.653242668832319,5,7,1.6094399124321004,13.8,12.7,3.7,-1.7
1,1,4,9500,1,1,115.0,1,5,5,5,9,111.5,1,0,1,0,0,0,2.9444395054820913,0,1.9459115776257214,10,1.3862968611167654,2.4815685846425377,7,7,0.0,0.0,13.9,-0.3,0.79
1,53,1,9085,1,42,130.0,1,4,4,1,1,128.8,0,0,0,1,0,0,3.0445229139137857,0,2.3025860929935456,12,2.0794427916790545,2.5552882232485272,9,14,1.6094399124321004,13.4,8.9,1.4,3.51
1,1,4,171,1,1,133.1,1,1,1,1,7,110.0,1,0,0,1,0,0,2.995732773553866,0,0.0,0,0.0,0.0,0,0,0.0,0.0,16.2,0.3,-0.92
2,39,1,8014,0,1,130.0,1,2,2,9,3,113.5,1,0,0,1,0,0,3.5835192162338494,0,1.7917611358933327,0,0.0,0.0,6,0,0.0,0.0,9.4,-0.8,-3.12
4,39,1,9003,1,12,133.1,1,2,2,1,8,160.0,0,0,0,1,0,0,3.761200348251675,0,2.8903723134515658,19,2.8903723134515658,2.6831828179772,13,14,2.5649501266920103,14.23076923076923,15.5,2.8,-4.06
1,18,1,9853,1,1,123.0,1,3,3,1,2,117.4,1,0,0,1,0,0,2.9444395054820913,0,1.7917611358933327,0,0.0,0.0,6,0,0.0,0.0,11.1,0.6,2.02
1,51,1,9070,1,1,130.0,1,5,1,5,6,122.2,0,0,1,1,0,0,2.995732773553866,0,2.3025860929935456,12,2.3025860929935456,2.5649501266920103,11,11,2.3978961818888664,12.272727272727272,11.1,0.6,2.02
1,1,2,9238,1,1,122.0,1,2,4,2,2,118.2,1,0,0,1,0,0,2.9444395054820913,0,1.7917611358933327,0,0.0,0.0,6,0,0.0,0.0,16.2,0.3,-0.92
1,1,1,9085,1,1,113.0,1,1,1,2,4,106.7,1,0,0,1,0,0,2.995732773553866,0,1.7917611358933327,15,1.3862968611167654,2.653242668832319,6,17,1.3862968611167654,13.25,15.5,2.8,-4.06
1,1,5,9500,1,1,111.0,1,5,8,2,5,108.2,1,0,0,1,0,0,2.995732773553866,0,1.9459115776257214,9,1.7917611358933327,2.585255377390842,7,10,1.6094399124321004,12.3,12.4,0.5,1.79
1,17,2,9853,1,1,133.1,1,3,1,1,5,107.0,1,0,0,1,0,0,2.995732773553866,0,1.9459115776257214,12,1.7917611358933327,2.456736629963794,7,10,1.0986156219958876,13.0,16.2,0.3,-0.92
1,1,1,9238,1,1,142.0,1,2,2,9,2,136.1,1,0,0,1,0,0,2.8903723134515658,0,1.7917611358933327,8,1.7917611358933327,2.6288015510972937,6,6,1.7917611358933327,15.0,13.9,-0.3,0.79
1,17,2,9147,1,1,123.0,1,1,4,2,2,115.3,1,0,0,1,0,1,2.8903723134515658,0,1.6094399124321004,9,1.0986156219958876,2.5649501266920103,5,11,1.0986156219958876,11.0,8.9,1.4,3.51
1,1,1,9085,1,1,131.0,1,3,3,1,1,139.8,1,0,0,1,0,0,2.9444395054820913,0,1.6094399124321004,6,1.6094399124321004,2.595255453225244,5,5,1.6094399124321004,12.8,10.8,1.4,1.74
1,1,3,9773,1,1,158.0,1,1,4,2,2,157.0,1,0,0,1,0,0,2.8903723134515658,0,1.7917611358933327,6,1.7917611358933327,2.5389746605316486,6,7,1.7917611358933327,12.571428571428571,10.8,1.4,1.74
1,17,2,9500,1,1,122.0,1,2,2,1,1,131.0,1,0,0,1,0,0,2.8903723134515658,0,1.9459115776257214,7,1.7917611358933327,2.5270618884764686,7,7,1.7917611358933327,12.516666666666666,7.6,2.6,0.32
1,43,1,9500,1,1,130.0,1,4,4,1,3,100.0,0,0,0,1,0,0,2.995732773553866,0,1.9459115776257214,11,1.7917611358933327,2.4524417093701905,7,7,1.9459115776257214,13.0,13.9,-0.3,0.79
1,17,1,9238,1,1,154.0,1,3,2,1,2,140.4,1,0,0,1,0,1,2.995732773553866,0,1.7917611358933327,13,0.6931521805474454,2.3025860929935456,6,12,1.3862968611167654,10.75,7.6,2.6,0.32
1,17,1,9147,1,1,120.0,1,3,3,4,5,113.4,0,0,0,1,0,0,2.995732773553866,0,1.6094399124321004,11,1.0986156219958876,2.3353758835585037,5,10,1.0986156219958876,10.666666666666666,12.4,0.5,1.79
1,1,2,9085,1,1,140.0,1,2,4,1,2,137.0,0,0,0,1,0,0,2.8903723134515658,0,1.6094399124321004,12,1.6094399124321004,2.5758791888630026,5,6,1.6094399124321004,11.4,9.4,-0.8,-3.12
1,1,1,9147,1,1,127.0,1,7,3,2,3,121.8,0,0,0,1,0,0,2.8903723134515658,0,1.6094399124321004,5,1.6094399124321004,2.533697607607911,5,5,1.6094399124321004,14.0,11.1,0.6,2.02
1,17,1,9254,1,1,133.1,1,1,1,2,3,131.0,1,0,0,1,0,0,3.0445229139137857,0,1.7917611358933327,12,1.0986156219958876,2.3978961818888664,6,12,0.6931521805474454,11.0,9.4,-0.8,-3.12
1,1,2,9147,1,1,120.0,1,3,3,1,2,118.6,1,0,0,1,0,0,2.9444395054820913,0,1.6094399124321004,8,1.6094399124321004,2.379547060055671,5,9,1.3862968611167654,11.25,16.2,0.3,-0.92
